id,source,source_type,title,summary,link,published,partido,sentiment_label,sentiment_polarity,created_at,ingest_date,hash_id,territorio,lat,lon,partidos_detectados,temas,narrativas
164568,El País,medio,"16 detenidos, entre ellos un ex guardia civil, en una operación contra el tráfico de hachís con epicentro en Ceuta","La Policía interviene cerca de un millón y medio de euros y 66 equipos de comunicación en registros en Andalucía, Galicia y la ciudad autónoma",https://elpais.com/espana/2026-03-27/una-decena-de-detenidos-en-una-operacion-antidroga-en-ceuta-y-otras-provincias.html,"Fri, 27 Mar 2026 20:27:42 GMT",ERC,NEU,,2026-03-28T00:01:05.084630,,09d98c04ab99aca3aba0a2ca1b87aecd,Andalucía,37.5443,-4.7278,ERC,seguridad,ninguna
164569,El Confidencial,medio,"El juez pone en libertad a Pablo Crespo, número dos de la trama Gürtel",José Luis Castro ha dictado este viernes un auto por el que concede al que fuera secretario de Organización del PP gallego la libertad condicional anticipada,https://www.elconfidencial.com/espana/2026-03-27/el-juez-pone-en-libertad-a-pablo-crespo_4329143/,2026-03-27T21:21:00+01:00,PP,POS,,2026-03-28T00:01:06.153051,,59a8b21c3e8c1d7fb651bbaeeb65658e,,,,PP,"justicia,internacional",corrupcion
164570,El Diario,medio,"El exdiputado Serigne Mbaye, tras su detención: ""Los policías vinieron directamente a nosotros súper agresivos y nos empujaron""","<p><img alt=""El exdiputado Serigne Mbaye, tras su detención: &quot;Los policías vinieron directamente a nosotros súper agresivos y nos empujaron&quot;"" height=""675"" src=""https://static.eldiario.es/clip/53a197f3-608a-4f90-a3dd-aa937b1bf11d_16-9-discover-aspect-ratio_default_0.jpg"" width=""1200"" /></p><div class=""subtitles""><p class=""subtitle"">El activista y secretario de Antirracismo de Podemos fue detenido este jueves acusado de huir de una identificación policial. Serigne Mbaye explica a elDiario.es su versión de los hechos y denuncia que se trata de una intervención policial racista</p><p class=""subtitle"">La Policía detiene al activista y exdiputado de Podemos Serigne Mbaye en la puerta de su casa</p></div><p class=""article-text"">
        Acababa de meter la llave en la cerradura de la entrada de su vivienda, cuando un coche &ldquo;fren&oacute; muy cerca&rdquo;. Quienes bajaron del veh&iacute;culo no iban uniformados, pero el exdiputado de Podemos en la Asamblea de Madrid, Serigne Mbaye, supo al instante que eran polic&iacute;as de paisano. El activista y secretario de Antirracismo de la formaci&oacute;n morada estaba a punto de entrar en su vivienda, donde iba a ayudar a un amigo senegal&eacute;s a hacer el curr&iacute;culum, pero acab&oacute; <a class=""link"" href=""https://www.eldiario.es/madrid/policia-detiene-activista-exdiputado-serigne-mbaye-puerta-casa_1_13101997.html"">detenido por un presunto delito de atentado a la autoridad</a> y otro de lesiones, acusado de intentar huir de una identificaci&oacute;n policial. La versi&oacute;n de Mbaye y los otros seis detenidos -vecinos que trataron de ayudarle, entre los que se encontraba el periodista de El Salto, Mart&iacute;n C&uacute;neo- es muy diferente. 
    </p><p class=""article-text"">
        Las im&aacute;genes difundidas por El Salto muestran a Serigne Mbaye tirado en el suelo mientras un agente lo inmoviliza con la rodilla sobre &eacute;l. Varios vecinos increpan a los agentes y les piden que paren, sin &eacute;xito. Seg&uacute;n la Delegaci&oacute;n del Gobierno, los hechos se iniciaron sobre las 19.45 horas por el aviso del posible robo en un veh&iacute;culo por parte de dos hombres. En la zona &mdash;aseguran&mdash; son &ldquo;habituales&rdquo; este tipo de sustracciones, por lo que hab&iacute;a activado un dispositivo policial espec&iacute;fico. Los agentes desplegados en el efectivo trataron de identificar en el lugar a dos individuos (Serigne Mbaye y su amigo) que consideraron sospechosos. Seg&uacute;n la versi&oacute;n oficial, uno de ellos lo hizo sin incidentes, mientras que el otro (supuestamente el exdiputado) &ldquo;se neg&oacute; reiteradamente, mostr&oacute; una actitud de enfrentamiento con la Polic&iacute;a y trat&oacute; de huir, lo que oblig&oacute; a la intervenci&oacute;n para evitar su fuga&rdquo;. 
    </p><p class=""article-text"">
        Serigne Mbaye atiende a elDiario.es horas despu&eacute;s de la detenci&oacute;n, despu&eacute;s de regresar a Urgencias para ser atendido por segunda vez por las lesiones provocadas durante la detenci&oacute;n. El exdiputado presenta una versi&oacute;n muy diferente a la oficial. Niega haber huido de la intervenci&oacute;n policial y asegura que los agentes actuaron con agresividad desde el primer momento, exigi&eacute;ndole que se colocase frente a la pared para ser cacheado, &ldquo;sin explicar los motivos&rdquo;. No es la primera vez que le ocurre. Ha perdido la cuenta de las veces que ha sido parado por la calle por la Polic&iacute;a mientras hac&iacute;a cualquier actividad rutinaria, algo que, recuerda, no suele ocurrir a las personas blancas. &ldquo;Es obvio que es una pr&aacute;ctica racista&rdquo;, zanja el senegal&eacute;s. 
    </p><p class=""article-text"">
        <strong>Antes de nada, &iquest;c&oacute;mo est&aacute;? &iquest;c&oacute;mo se encuentra, f&iacute;sicamente y emocionalmente, despu&eacute;s de la detenci&oacute;n?</strong>
    </p><p class=""article-text"">
        Emocionalmente estoy jodido. Y, f&iacute;sicamente, tambi&eacute;n: se ha visto lo que se hizo, la violencia que se utiliz&oacute; y tengo el cuerpo hecho polvo. Tengo una herida en la frente, tengo dolor fuerte de cuello y en el hombro. He tenido que ir Urgencias otra vez esta ma&ntilde;ana y estoy de baja. Estoy jodido tambi&eacute;n por mi curro, por el hecho de tener que estar de baja por eso.&nbsp;
    </p><p class=""article-text"">
        <strong>&iquest;Qu&eacute; pas&oacute;? &iquest;C&oacute;mo se sucedieron los hechos antes de la detenci&oacute;n?</strong>
    </p><p class=""article-text"">
        Sal&iacute; del trabajo y pas&eacute; por Lavapi&eacute;s para recoger cosas que me hab&iacute;an mandado de Senegal a trav&eacute;s de un amigo que hab&iacute;a estado all&iacute;. Quer&iacute;a darme las cosas y me pidi&oacute; ayuda para hacer un curr&iacute;culum. As&iacute; que fuimos a mi casa. Cuando llegu&eacute; al portal, saqu&eacute; las llaves, met&iacute; la llave en la cerradura para abrir y, justo cuando iba a entrar,  un coche fren&oacute; de golpe cerca de donde estaba. Cuando escuch&eacute; el frenazo, me gir&eacute; y, aunque iban de paisano, supe que eran polic&iacute;as. Me qued&eacute; mirando para ver qu&eacute; pasaba.
    </p><p class=""article-text"">
        Yo ya estaba entrando en el portal, pero me impidieron la entrada. Vinieron directamente s&uacute;per agresivos, nos empujaron, a m&iacute; sobre todo porque llevaba una bolsa y me dec&iacute;an que qu&eacute; llevaba dentro. Con mucha agresividad, me hablaban de un coche y yo no sab&iacute;a de qu&eacute; hablaban. Les dec&iacute;a que yo no ven&iacute;a de ning&uacute;n coche, que ven&iacute;a de mi trabajo. Me dec&iacute;an que si llevaba algo punzante y me dijeron que me pusiese contra la pared que me ten&iacute;an que registrar. Justo hab&iacute;a un vecino, que empez&oacute; a decirles a los agentes: &ldquo;&iquest;Qu&eacute; pasa aqu&iacute;? Es un vecino, vive aqu&iacute;, esta es su casa&rdquo;, para tratar de decir a los polic&iacute;as que no era un delincuente.&nbsp;
    </p><p class=""article-text"">
        Ah&iacute; se pusieron m&aacute;s agresivos y pidieron refuerzos. En ese momento me tiran al suelo. Yo les pregunto: &ldquo;&iquest;Por qu&eacute; me ten&eacute;is que tirar?&rdquo;. Y me dijeron que me iban a llevar a comisar&iacute;a. Mientras, mi vecino llam&oacute; a los dem&aacute;s vecinos, que empezaron a bajar, algunos incluso descalzos, para pedir a la polic&iacute;a que me dejasen. Yo les dec&iacute;a que me dejasen en paz. 
    </p><p class=""article-text"">
        Llegaron mogoll&oacute;n de polic&iacute;as y la agresividad policial fue tremenda. Detuvieron a otros compa&ntilde;eros. En ese momento, mis llaves estaban colgadas en la puerta y los agentes utilizaron mis propias llaves para meterse dentro entraron en el patio, donde hab&iacute;a ni&ntilde;os y detuvieron a tres personas.&nbsp;
    </p><p class=""article-text"">
        <strong>Seg&uacute;n la versi&oacute;n oficial, la Polic&iacute;a recibi&oacute; un aviso de un posible intento de robo de un coche y su aspecto, supuestamente, encajaba con el vuestro. En ese contexto, la Polic&iacute;a dice que se acercaron a ustedes para identificarles y usted se neg&oacute; e &ldquo;intent&oacute; huir&rdquo;. Le iba a preguntar que por qu&eacute; se hab&iacute;a negado pero, seg&uacute;n su versi&oacute;n, &iquest;ni siquiera se produjo esa petici&oacute;n tal?&nbsp;</strong>
    </p><p class=""article-text"">
        No fue as&iacute;. Met&iacute; la llave y vinieron como flechas, directamente, hablando de un coche y no sab&iacute;a nada de qu&eacute; me hablaban. Si est&aacute;n buscando a alguien, pueden preguntar de una manera decente, dime el motivo de manera legal y tranquila, y yo podr&iacute;a explicarles que ven&iacute;a del trabajo, pero no lo hicieron as&iacute;. Lo hicieron de una manera muy violenta, llegaron dando por hecho que soy esa supuesta persona. Ven&iacute;an agitad&iacute;simos, a liarla, diciendo directamente que me pusiese contra la pared para registrarme. Yo preguntaba que por qu&eacute; me iban a registrar&hellip; Cuando mi vecino apareci&oacute;, creo que se pusieron nerviosos y me dijeron que me llevaban a comisar&iacute;a.&nbsp;
    </p><p class=""article-text"">
        Ellos dicen que la descripci&oacute;n de quienes supuestamente intentaban robar el coche correspond&iacute;a a un hombre negro y uno de origen magreb&iacute;. Pero mi amigo no es magreb&iacute;, es negro. Tampoco coincide. Con eso ya se ve&iacute;a que no &eacute;ramos nosotros las personas que buscaban, &iquest;por qu&eacute; ven&iacute;an tan decididos? Cuando vi que se pon&iacute;an agresivos conmigo, le dije a mi amigo que se metiese en mi casa. Era una persona que acababa de volver de Senegal y quer&iacute;a evitar que le detuviesen tambi&eacute;n a &eacute;l.&nbsp;
    </p><p class=""article-text"">
        Tampoco intent&eacute; huir en ning&uacute;n momento. &iquest;De qu&eacute; iba a huir y a d&oacute;nde? Si estaba en mi casa. Cuando frenaron el coche, yo ya hab&iacute;a metido la llave para entrar. Si hubiese querido huir, podr&iacute;a haber entrado y no me hubiesen alcanzado. Me qued&eacute; mirando para ver qu&eacute; pasaba. No ten&iacute;a ninguna intenci&oacute;n de correr.&nbsp;&nbsp;
    </p><blockquote class=""quote"">

    
    <div class=""quote-wrapper"">
      <div class=""first-quote""></div>
      <p class=""quote-text"">No intenté huir en ningún momento. ¿De qué iba a huir y a dónde? Si estaba en mi casa. Cuando frenaron el coche, yo ya había metido la llave para entrar. Si hubiese querido huir, podría haber entrado y no me hubiesen alcanzado. Me quedé mirando para ver qué pasaba. No tenía ninguna intención de correr.  </p>
          </div>

  </blockquote><p class=""article-text"">
        <strong>La Polic&iacute;a dice que cinco polic&iacute;as resultaron heridos. &iquest;Qu&eacute; sabe de eso? &iquest;Qu&eacute; ocurri&oacute;?</strong>
    </p><p class=""article-text"">
        No es verdad. Se han inventado esas lesiones. Si hay lesi&oacute;n, se han autolesionado. En los v&iacute;deos se ve claramente lo que ocurri&oacute;. Las im&aacute;genes son las im&aacute;genes. En ning&uacute;n momento he hecho nada. No he levantado la mano a ning&uacute;n polic&iacute;a.&nbsp;
    </p><p class=""article-text"">
        <strong>Denuncia que ha sido una actuaci&oacute;n policial racista. &iquest;Por qu&eacute;?</strong>
    </p><p class=""article-text"">
        Si hubiese ocurrido una vez, quiz&aacute; podr&iacute;amos llegar a pensar que ha sido casualidad o un error. Pero pasa tantas veces, a m&iacute; y a tantas personas negras, que hay un punto en com&uacute;n que lo explica: es racismo estructural. Hay un sesgo racista porque asumen que somos culpables por ser negros. 
    </p><p class=""article-text"">
        Vienen a por m&iacute; porque, seg&uacute;n su versi&oacute;n, supuestamente les han dado el aviso de que otro negro y un hombre magreb&iacute; son sospechosos de robar un coche. Cuando, mi amigo no era magreb&iacute; sino negro pero, directamente, llegan asumiendo que soy la persona que dicen buscar y act&uacute;an con violencia, humill&aacute;ndome. 
    </p><p class=""article-text"">
        Si la polic&iacute;a no se da cuenta de que eso no es casual... Cuando hechos como estos pasan tantas a personas de piel diferente, es obvio lo que se denuncia. Es obvio que est&aacute;n son practicas racistas. 
    </p><figure class=""ni-figure"">
        
                                            






    
                                    <!--[if IE 9]>
                <video style=""display: none;""><![endif]-->
                                                                                                                                        
                                                    <source media=""(max-width: 576px)"" type=""image/webp"" />
                                                <source media=""(max-width: 576px)"" type=""image/jpg"" />
                                                                                                                        
                                                    <source media=""(max-width: 767px)"" type=""image/webp"" />
                                                <source media=""(max-width: 767px)"" type=""image/jpg"" />
                                                                    
                                                    <source type=""image/webp"" />
                                                <source type=""image/jpg"" />
                                    
                <!--[if IE 9]></video><![endif]-->

                <img alt="""" src=""https://static.eldiario.es/clip/d2e2a94a-88a5-42ae-8f3e-d787dcd8c5c5_16-9-discover-aspect-ratio_default_1139599.jpg"" />

            
            

            
            
            
                </figure><p class=""article-text"">
        <strong>&iquest;Hubo alg&uacute;n incidente m&aacute;s en comisar&iacute;a o durante el trayecto?</strong>
    </p><p class=""article-text"">
        Despu&eacute;s de que cogiesen nuestra filiaci&oacute;n, nos preguntaron qui&eacute;n quer&iacute;a ir al m&eacute;dico. A m&iacute; me llevaron al m&eacute;dico. Dos vecinos est&aacute;n en el hospital. Uno recibi&oacute; golpes dentro de la casa. Al otro le han jodido la rodilla y est&aacute; en el hospital.
    </p><p class=""article-text"">
        Cuando me detuvieron, tuvimos que caminar, unos 400 metros, hasta meterme en un coche. Hab&iacute;a un mont&oacute;n de coches de polic&iacute;a por todas partes y los vecinos miraban. La Polic&iacute;a intentaban que me callase, pero no me iba a callar. Gritaba: &ldquo;Esto es la prueba total del racismo policial, han venido a la puerta de mi casa, para ponerse violentos y llevarme a comisar&iacute;a. Mientras lo dec&iacute;a, me iban apretando las esposas, para hacerme da&ntilde;o. Cuando me metieron en el coche, me metieron empuj&aacute;ndome y cerraron dando un golpe fuerte, con violencia. En comisar&iacute;a, me apretaron las esposas de tal manera que, cuando me llevaron al m&eacute;dico, no me pod&iacute;a sentar, no pod&iacute;a hacer movimientos. Ped&iacute; que me las quitasen. Cuando me las quitaron, les dio cosa al ver c&oacute;mo estaban mis mu&ntilde;ecas. La polic&iacute;a dijo: &rdquo;Podr&iacute;a habernos dicho antes y las afloj&aacute;bamos. Les dije que lo hab&iacute;a dicho varias veces. Y eso se ha reflejado en el parte m&eacute;dico para que se vea claramente la intenci&oacute;n de torturar de esa manera.&nbsp;
    </p><p class=""article-text"">
        <strong>Serigne, &iquest;cu&aacute;ntas veces le ha parado la Polic&iacute;a por la calle pidiendo que se identifique (en un contexto que no sea una manifestaci&oacute;n o una protesta)?</strong>
    </p><p class=""article-text"">
        Solo en este a&ntilde;o 2026, en poco m&aacute;s de tres meses, ya van tres. La primera, dej&eacute; a mi hija en el colegio y, cuando iba al trabajo, me identificaron y me detuvieron por una acusaci&oacute;n de desobediencia y falta de respeto a la polic&iacute;a. Ah&iacute; tambi&eacute;n dijeron que les llamaron, curiosamente, por el robo de un m&oacute;vil. El perfil que buscaban era el de un africano y correspond&iacute;a al mio porque, dec&iacute;an, ten&iacute;a dos m&oacute;viles. Pero vieron que ten&iacute;a dos m&oacute;viles cuando me registraron, no antes. La Delegaci&oacute;n del Gobierno me mand&oacute; propuesta de sanci&oacute;n de 700 euros. Y recurr&iacute; poniendo todo mi historial con la Polic&iacute;a desde 2021 hasta ahora.
    </p><p class=""article-text"">
        Cuando era diputado en la Asamblea de Madrid y me pararon en Madrid varias veces. En la estaci&oacute;n de tren de Valencia en un viaje con diputados y eurodiputados me sacaron de la cola del AVE solo a m&iacute;, al negro, para identificarme. Todo esto ha quedado registrado ante el Ministerio del Interior y el Defensor del Pueblo.&nbsp;
    </p><p class=""article-text"">
        En 2023, me pararon y me detuvieron en la estaci&oacute;n de Atocha.Fui denunciado por desobediencia y resistencia y llevado a la comisar&iacute;a. Entonces dijeron tambi&eacute;n que estaban haciendo controles de prevenci&oacute;n del hurto.&nbsp;
    </p><p class=""article-text"">
        En esta casa, nada m&aacute;s mudarme, me paso algo similar. Ten&iacute;a la puerta medio abierta y me sacaron fuera de la calle para identificarme. Fue el 31 de julio de 2023, pero eso qued&oacute; en nada.&nbsp;
    </p><p class=""article-text"">
        <strong>Son tantas que ni recuerda exactamente el n&uacute;mero&hellip; F&iacute;jese que a m&iacute;, siendo blanca, nunca me ha pasado. &iquest;Qu&eacute; curioso, no?</strong>
    </p><p class=""article-text"">
        Ese es el tema. Todo lleva un denominador com&uacute;n. Hay quien dice si le paran, que entregue la documentaci&oacute;n y ya est&aacute;. El problema es por qu&eacute; nos paran. No una, sino tantas y tantas veces. Las personas blancas lo veis todos los d&iacute;as. Gente de todas las edades, hasta de 70 a&ntilde;os, que nunca jam&aacute;s en su vida le ha parado de repente la Polic&iacute;a para pedir la documentaci&oacute;n. Nosotros, los negros, encadenamos semanas, meses, de paradas, de vivir bajo la sospecha constante. Que te pare la Polic&iacute;a a ti, y no a tus amigos blancos, para preguntar si llevas marihuana o droga. Eso es por algo. Hay un sesgo racista.
    </p><p class=""article-text"">
        Pero todo eso lo niega el Gobierno. En 2022, desde Podemos preguntamos por ello en el Congreso. El 24 de julio de 2022 nos respondieron que no hab&iacute;a controles por perfil &eacute;tnico y racial, ya que est&aacute;n prohibidos.&nbsp;&nbsp;
    </p><blockquote class=""quote"">

    
    <div class=""quote-wrapper"">
      <div class=""first-quote""></div>
      <p class=""quote-text"">Las personas blancas lo veis todos los días. Hay gente de todas las edades, hasta de 70 años, que nunca jamás en su vida le ha parado de repente la Policía para pedir la documentación. Nosotros, los negros, encadenamos semanas, meses, de paradas, de vivir bajo la sospecha constante. Que te pare la Policía a ti, y no a tus amigos blancos, para preguntar si llevas marihuana o droga. Eso es por algo. Hay un sesgo racista.</p>
          </div>

  </blockquote><p class=""article-text"">
        <strong>&iquest;Qu&eacute; se siente cuando se est&aacute; por la calle, andando tranquilamente, y la polic&iacute;a se acerca y entre todas las personas que hay, solo le paran a usted?</strong>
    </p><p class=""article-text"">
        Violencia. Es tan violento que camines tranquilamente, que te paren, que te registren y ver que, claramente, lo han hecho porque tienes una piel diferente. Cuando ocurre, la gente te mira y pensar&aacute;: &ldquo;Habr&aacute; hecho algo&rdquo;. Es una sensaci&oacute;n tan triste y dolorosa que te afecta psicol&oacute;gicamente.&nbsp;
    </p><p class=""article-text"">
        <strong>Los &uacute;ltimos casos que denuncia han ocurrido cuando era diputado en la Asamblea de Madrid o posteriormente, cuando ya era una persona que sale en los medios, que forma parte de una formaci&oacute;n pol&iacute;tica y que ha tenido un cargo p&uacute;blico. &iquest;Cuando no era conocido o cuando no ten&iacute;a papeles era a&uacute;n m&aacute;s frecuente?</strong>
    </p><p class=""article-text"">
        Muchos amigos y compa&ntilde;eros espa&ntilde;oles me han dicho que yo soy activista porque la Polic&iacute;a me ha hecho ser as&iacute;. Me paraban tant&iacute;simo... Antes de tener los papeles, pero tambi&eacute;n cuando los tuve e iba a trabajar. Era constante. Est&aacute;s sacando dinero en un cajero y, mientras sacas, te das la vuelta, y escuchas &ldquo;caballero documentaci&oacute;n&rdquo;. Y tener que decirles que se alejen porque estaba sacando dinero de mi cuenta. Que hagan eso y que te quiten la cartera para registrarte. Todo eso me ha pasado a m&iacute;. 
    </p><p class=""article-text"">
        Durante un mont&oacute;n de meses, cada vez que pasaba por Nuevos Ministerios para ir a trabajar, siempre estaban y siempre me paraban. Hab&iacute;a momentos que, cuando me acercaba, ten&iacute;a el NIE en el bolsillo y me lo pegaba en la frente con saliva. Hasta se re&iacute;an. He llegado tarde al trabajo por eso much&iacute;simos d&iacute;as. Todo eso lo hemos vivido y lo seguimos sufriendo.&nbsp;No me pueden decir que no ocurre. 
    </p><p class=""article-text"">
        Cu&aacute;ntas veces he llegado al trabajo diez minutos tarde mientras ves que tus compa&ntilde;eros blancos llegan puntuales. No un d&iacute;a, muchos. Y tener que despertarte todos los d&iacute;as 10 minutos antes para evitarlo, porque tenemos que pagar ese precio por ser lo que somos.&nbsp;
    </p><p class=""article-text"">
        <strong>Oigo de fondo a su hija peque&ntilde;a. &iquest;C&oacute;mo se le explica a una hija que la polic&iacute;a para a su padre sin haber cometido ning&uacute;n delito?&nbsp;</strong>
    </p><p class=""article-text"">
        Mi hija peque&ntilde;a lo ve todo.&nbsp;Es muy dif&iacute;cil, porque hay cosas que no queremos que vivan, pero ayer lo tuvieron que vivir. Tenemos que hablarlo con ellas, tienen que saber que la Polic&iacute;a hace un trabajo selectivo y discriminatorio. Se lo decimos porque mi hija tiene que ser consciente de que eso pasa, que es por esa raz&oacute;n por la que han parado tantas veces a su padre, y no otra. Le explicamos c&oacute;mo tiene que reaccionar si alg&uacute;n d&iacute;a le pasa cuando crezca o por si lo presencia.&nbsp;
    </p><p class=""article-text"">
        Cuando muri&oacute; Mame Mbaye, yo estaba all&iacute; y ten&iacute;a a mi hija en brazos. Estaba hablando con la polic&iacute;a, el cuerpo de Mame detr&aacute;s y la gente gritando. Eso se le qued&oacute; en la cabeza y fue muy dif&iacute;cil explic&aacute;rselo entonces pero, poco a poco, cuando va creciendo, se lo vamos explicando. 
    </p><p class=""article-text"">
        En su colegio a veces van polic&iacute;as para dar talleres. Est&aacute; bien para ense&ntilde;arles c&oacute;mo cruzar o no, pero es complicado cuando les dicen que la polic&iacute;a es buena porque para a los delincuentes. Entonces, tiene que saber que a m&iacute; me paran sin haber hecho nada. Que a muchas personas negras les paran sin haber hecho nada, solo por ser negras. Lo tiene que saber porque no queremos que piense que hay algo malo en ella, en nosotros, por nuestro color de piel, Tiene que saber que es el sistema el que falla, que es culpa del racismo estructural.
    </p>",https://www.eldiario.es/desalambre/exdiputado-serigne-mbaye-detencion-policias-vinieron-directamente-super-agresivos-empujaron_1_13105174.html,"Fri, 27 Mar 2026 20:05:18 +0000",ERC,NEG,,2026-03-28T00:01:07.677559,,823948d56a573fa10c8fb14d042d2170,Madrid,40.4168,-3.7038,"PP,PODEMOS,ERC","economia,justicia,sanidad,educacion,vivienda,seguridad,politica,internacional",corrupcion
